aaMutations	uniqueBarcodes	medianBrightness	std
SK105R:SI134L:SN196Y	1	3.53201756861	
SK105R:SI134V:SK164E:SR166C:SI186F	1	3.72875892643	
SK105R:SI159T:ST201A	1	3.61241920399	
SK105R:SI159V:SN162S:SF163L:SL192Q	1	3.44131893288	
SK105R:SI165T:SF221S	1	3.70743836848	
SK105R:SI186V	1	3.75013963407	
SK105R:SK111*:SI134T:SL205Q:SH215R	1	1.30103011596	
SK105R:SK111E:SN157S:ST184A	1	3.20846809501	
SK105R:SK111E:SY141F:SK154E:ST201A	1	3.50406967497	
SK105R:SK111G:SR166H:SL234Q	1	3.7570791277	
SK105R:SK111M:SI169T:SS200T	1	3.78531299903	
SK105R:SK111R	1	3.71184288175	
SK105R:SK111R:SI121T:SK154R	1	3.5330755823	
SK105R:SK111R:SI150T:SK164E:SN168S	1	3.21094703605	
SK105R:SK111R:SI169N	1	3.76552323389	
SK105R:SK111R:SM151V:SP209L:SH229P:SM231V	1	3.69884733986	
SK105R:SK111R:SN144D:SS173R	1	3.7535672978	
SK105R:SK111R:SN210D	1	3.89216852221	
SK105R:SK124*:SN183S	1	3.26674482175	
SK105R:SK124E:SN162D:SD195N:SK212E	1	3.55599045848	
SK105R:SK129E:SD153G	1	3.76227489073	
SK105R:SK129E:SS145R	1	3.45771579492	
SK105R:SK129N	1	3.67024700388	
SK105R:SK129R:SN144D:SF163Y:SF221S:SI227V	1	3.11286333719	
SK105R:SK129R:SN144Y	1	3.73271745504	
SK105R:SK129R:SN162S:SN183S:SI186N	1	3.17844335338	
SK105R:SK129R:SV161E:SN162S:SQ202R	1	3.51850746287	
SK105R:SK138E	1	3.60689486547	
SK105R:SK138E:SQ155L	1	3.58766982224	
SK105R:SK154E	1	3.7753445453	
SK105R:SK154E:SQ182L:SV217D	1	3.43421818756	
SK105R:SK154R:SN157D:ST201A	1	3.62854314647	
SK105R:SK156R:SK160R:SD188V:SH229L	1	3.7818035145	
SK105R:SK160E	1	3.90113450556	
SK105R:SK160R:SK164M:SY198F	1	3.66299460964	
SK105R:SK160R:SQ181L	1	1.62184905379	
SK105R:SK164E	1	3.64021788676	
SK105R:SK164E:SD178G:SP190L	1	3.52803370594	
SK105R:SK207R	2	3.58816674692	0.000162141714441
SK105R:SK212M	1	3.71297287682	
SK105R:SL123R:SF128L:SK129R	1	2.03157512545	
SK105R:SL135P	1	1.301030919	
SK105R:SL135Q	1	3.5035931081	
SK105R:SL139Q	1	3.61341435968	
SK105R:SL193P:SV217A	1	3.1608545726	
SK105R:SL193Q:SK207R	1	3.59080990878	
SK105R:SL219Q:SI227T:SG230D	1	3.65425110243	
SK105R:SL234P	1	3.75830432214	
SK105R:SM151K:SN196D	1	3.81221147043	
SK105R:SM151T	2	3.7324503202	0.0309616790738
SK105R:SM216V:SM231V	1	3.48481049654	
SK105R:SM231K	1	3.62605913762	
SK105R:SM231L	1	3.71036420543	
SK105R:SN119S	2	3.65079276232	0.109976026028
SK105R:SN119S:SA204D	1	3.59438672706	
SK105R:SN119S:SK154R:SI165T:SV174A	1	3.71563783113	
SK105R:SN119S:SK164E:SS200C:SK212R	1	3.79231655042	
SK105R:SN133D:SS173N:ST201A	1	3.6422522042	
SK105R:SN133S:SK138E:SI169N:SE233G	1	3.7213160115	
SK105R:SN142D:SN157D	1	3.64985792011	
SK105R:SN142D:SN157S:SG226R	1	3.63909733205	
SK105R:SN142S:SH179L	1	3.38134047037	
SK105R:SN142S:SV161G:SN196D	1	3.99462251475	
SK105R:SN142Y:SQ182R	1	3.70048857238	
SK105R:SN144D	1	3.77728653161	
SK105R:SN144I:SK154M:SQ155L:SM231R:SY235C	1	3.60935763088	
SK105R:SN144K:SA152D	1	3.5457053237	
SK105R:SN157D:ST228A:SM231K	1	3.75753456674	
SK105R:SN162D:SI165T:SI186V:SL218P	1	1.3010299947	
SK105R:SN162D:SL192P	1	3.65263219555	
SK105R:SN168D:SK212R	1	3.81883759807	
SK105R:SN183I:SS200C:SK207E:SL219P	1	1.55255808448	
SK105R:SN183S	1	3.90689714457	
SK105R:SQ155R:SI227N	1	3.64325565462	
SK105R:SQ175L:SV217D	1	3.26078541883	
SK105R:SQ181R	1	1.30102994366	
SK105R:SR107S:SN147S:SS206C	1	3.24664540842	
SK105R:SS145R	1	3.61430110137	
SK105R:SS173G:SP185S	1	3.75533187802	
SK105R:ST116A:SI186T	1	3.5704953886	
SK105R:ST184I	1	3.70289991476	
SK105R:ST201S	1	3.44687334927	
SK105R:ST228A	1	3.72685523626	
SK105R:ST228A:SE233V	1	3.59799615511	
SK105R:SV110A	1	3.70037901598	
SK105R:SV110A:SD178G:SH215R:SD232V	1	1.30102994908	
SK105R:SV110E:SF128S:SL139P:SS203T:SA224V	1	1.30128226966	
SK105R:SV148A	1	3.66905688215	
SK105R:SV161G:SN210S	1	4.11450284756	
SK105R:SV174A:SN196Y:SQ202L	1	3.61660629284	
SK105R:SV222A	1	3.40487350011	
SK105R:SY141C	1	3.75887987395	
SK105R:SY141N:SN196S	1	3.52763156514	
SK105R:SY143H:SV148A:SQ155R:SF163S:SK207R	1	2.90623390085	
SK105R:SY149C	1	3.76405261371	
SK105R:SY149H:SL176P:SI227V	1	3.64401996191	
SK105R:SY180C:ST228S	1	3.72755145007	
SK105R:SY198C	1	3.62628171419	
SK105T	1	3.65284356871	
SK105T:SE130G:SF221S	1	3.66130765029	
SK105T:SF112L	1	3.67449787874	
SK105T:SF163L:SE170V	1	3.53113098878	
SK105T:SK138Q	1	3.62538955064	
SK105T:SL192P	1	3.64344072607	
SK105T:SY235H	1	3.56230081134	
SK105V:SI134T:SN162D	1	3.45972253488	
SK105W:SN162D:SR213C	1	3.4327667217	
SK111*	2	2.54941703804	0.473659233437
SK111*:SE220V:SL234Q	1	1.30110214092	
SK111*:SI121N:SK124R:SN196S	1	1.29802901669	
SK111*:SI121V	1	3.27255532702	
SK111*:SK138E:SN162D:SN196S	1	3.2587220987	
SK111*:SN142I:ST228A	1	3.68819447157	
SK111*:ST116A:SI134L:SN144S:SI150T	1	1.30102993954	
SK111*:ST184A	1	2.91708059952	
SK111*:ST184A:SN196S:SL234P	1	3.25935493033	
SK111E	32	3.4858621792	0.139101785306
SK111E:SD115G	1	3.63792999934	
SK111E:SD115G:SM151V:SV174A	1	3.38587197349	
SK111E:SD115G:SM231V	1	3.61080044681	
SK111E:SD131G:SL176H	1	3.14683942361	
SK111E:SD188G	1	3.71956623826	
SK111E:SD195G	1	3.80999566557	
SK111E:SE113K:SK156R	1	3.724774733	
SK111E:SE113V:SD127G:SF128S:SP209L	1	1.30463466034	
SK111E:SE113V:SK154E	1	3.56412835958	
SK111E:SE170D:SQ181L:SA224V	1	1.46789252835	
SK111E:SE170G	1	3.31789119972	
SK111E:SE170G:SG230D	1	3.47510591031	
SK111E:SE211*:SK212R	1	1.67142210009	
SK111E:SE233D	1	3.48791847692	
SK111E:SF112L:SF128S:SI134V:SY149C:SL176H	1	1.30102998475	
SK111E:SF112S:SI159F	1	1.60513251678	
SK111E:SF112S:SK129R:SY141H	1	1.71581120362	
SK111E:SF112S:SN157D	1	1.30102998709	
SK111E:SF128S:SI186V:SI227F	1	1.44839656521	
SK111E:SF128S:SQ175L:SQ202R	1	1.30102998462	
SK111E:SF221I	1	3.43012337736	
SK111E:SF221Y	1	3.69528295145	
SK111E:SH197L	1	1.5819672209	
SK111E:SH215Y	1	1.30103084777	
SK111E:SH229L	1	3.36318785777	
SK111E:SH229R	1	3.23221257783	
SK111E:SI121N	1	1.34009654884	
SK111E:SI121V:SI126T:SN196S	1	3.56321384111	
SK111E:SI121V:SN162D:SI165V:SN168S	1	3.13907811803	
SK111E:SI126T:SK154R:SN196D	1	3.25876405566	
SK111E:SI134F:SN144D:SS145G:SL234P	1	1.30102998332	
SK111E:SI134T:SM151T:SI169T:SS206C	1	1.60363463977	
SK111E:SI150T:SN168D:SK207E	1	1.73270845563	
SK111E:SI159T:SV161A:SL234P	1	3.25876203615	
SK111E:SI159V	1	3.46052217113	
SK111E:SI165V	1	3.51195763748	
SK111E:SI169V	1	3.60109053611	
SK111E:SI186F	1	3.43587612516	
SK111E:SI227F:ST228P	1	3.45182915323	
SK111E:SI227V	1	3.44834942922	
SK111E:SK124M:SP190R	1	3.26606527928	
SK111E:SK129Q	1	3.00987914686	
SK111E:SK129R	1	3.26133734934	
SK111E:SK129R:SI159T:SQ175*:SV217G	1	1.85202144367	
SK111E:SK138R	1	3.51018793332	
SK111E:SK138R:SQ202P	1	1.57925882247	
SK111E:SK154E:SE170G	1	3.37748667463	
SK111E:SK154E:SI159L	1	3.46093996522	
SK111E:SK154M:SE211V	1	1.72396707878	
SK111E:SK156*:SM231V	1	3.13571077911	
SK111E:SK156E:ST228A	1	3.41573204876	
SK111E:SK156R	2	3.71080601328	0.0437638023355
SK111E:SK156R:SD232G	1	3.56975527211	
SK111E:SK160E	1	3.74363031116	
SK111E:SK164E	1	3.64547343796	
SK111E:SK164R	1	3.62568129497	
SK111E:SK207R:SF221Y	1	3.31561098903	
SK111E:SL139P	1	1.3034311108	
SK111E:SL176F	1	3.5153702503	
SK111E:SL219M	1	3.36482868123	
SK111E:SM151V:SM231I	1	3.47607455901	
SK111E:SN119H:SK138R:SF163I	1	1.30102999234	
SK111E:SN119S	1	3.3751204442	
SK111E:SN133D	1	3.24610488253	
SK111E:SN133D:SN168D	1	3.10379296633	
SK111E:SN133D:SR166H:SK212R	1	3.14688808189	
SK111E:SN133S	1	3.40161731702	
SK111E:SN133S:SE170G	1	3.27195069618	
SK111E:SN142S:SN144D	1	3.51744082867	
SK111E:SN144D	1	3.36574607748	
SK111E:SN147I:SR166H	1	3.26087913473	
SK111E:SN147S:SH179R:SS200C:SK207R	1	1.45077161568	
SK111E:SN147Y:SI169T:SQ182R	1	3.24219563085	
SK111E:SN162D	1	3.7704289978	
SK111E:SN168S	1	3.30063864454	
SK111E:SP209T	1	3.31792922249	
SK111E:SQ155P	1	3.51254364099	
SK111E:SQ181*:SE211G:SV222A	1	1.42530451378	
SK111E:SQ182R	1	3.55313317609	
SK111E:SQ202K:SL205Q:SG230S	1	1.74815696618	
SK111E:SQ202R:SS203T:SM216L	1	3.4376449491	
SK111E:SR120H:SN157S	1	3.13993461124	
SK111E:SS173G	1	3.61450128104	
SK111E:SS200R:SQ202L	1	3.37832775527	
SK111E:SS203P:SM216T	1	1.3011399608	
SK111E:ST116A:SN157D:SG172S	1	1.30084341835	
SK111E:ST201I	1	3.69390274435	
SK111E:ST228A	2	3.56320937164	0.0506911923632
SK111E:SV148A	1	3.25935490944	
SK111E:SV161A:SY180F:ST184S:SP185A:SY198C:SS200R	1	3.73734497503	
SK111E:SV174A	2	3.34806185404	0.0704530349559
SK111E:SV191A	1	3.23427960841	
SK111E:SY141C:SN196D:SL218Q	1	1.45615971407	
SK111E:SY143C:SN144D:SS200C:SK207R:SN210Y:SE233G	1	3.29268866867	
SK111E:SY149*:SH179Q:SL205P:ST223A	1	1.62927885429	
SK111E:SY149H:SK156E:SN162Y	1	3.13877648501	
SK111E:SY149H:SN183D:ST184A	1	1.60625888962	
SK111E:SY180F:SR213H	1	3.15506285164	
SK111E:SY198C	1	3.19413067637	
SK111E:SY198F	1	3.54468931929	
SK111G	1	3.71268335336	
SK111G:SD127G:SQ155R:SE170K	1	3.61363182212	
SK111G:SI169V:SI227V	1	3.68859760449	
SK111G:ST116K:SY143H:SS145G:ST223A	1	3.7702123912	
SK111M	9	3.62551846522	0.0783390883051
SK111M:SD115G:SE170D:SN210S	1	3.42255345322	
SK111M:SD115G:SH229R	1	3.65723075462	
SK111M:SD131G	1	3.62921887458	
SK111M:SD131G:SY149N	1	3.56436757137	
SK111M:SD188G	1	3.58524127633	
SK111M:SF112L:SN142D	2	3.61387430294	0.0360441097769
SK111M:SF128L	1	3.68292853896	
SK111M:SF163S	1	3.32162756188	
SK111M:SH215Y	1	1.4083169573	
SK111M:SI126T:SI159V	1	3.8560253523	
SK111M:SI126T:SS145C:SQ155R:SQ202R:SP209L	1	3.61521682597	
SK111M:SI126V:SK160E	1	3.54084993422	
SK111M:SI159V:SN196S	1	3.70571411629	
SK111M:SK124M:SN144S:SH146L:SL218Q:ST223A	1	1.30103142699	
SK111M:SK124R	1	3.55065373331	
SK111M:SK124R:SK160R	1	3.59086439239	
SK111M:SK154N:SI169T	1	3.61974857485	
SK111M:SK156E	1	3.8968931613	
SK111M:SK156E:SE170G	1	3.68008690028	
SK111M:SK156R:SK212E:SI227T	1	3.73977373337	
SK111M:SM151L	1	3.48729959604	
SK111M:SM151T:SI165V:SI227V	1	3.54281158428	
SK111M:SM151T:SN157D	1	3.60559970452	
SK111M:SN133Y	1	3.71869335818	
SK111M:SN142S:SY149H:SK160E	1	3.53465793527	
SK111M:SN144S	1	3.69900565499	
SK111M:SN147D:SL176P:ST184S	1	3.50378970036	
SK111M:SN147I:SI159T	1	3.36836512951	
SK111M:SN147S:SH167R:SL176P:SD178E	1	1.53312377057	
SK111M:SN157D:SK212E	1	3.73348008434	
SK111M:SN157Y	1	3.56411883473	
SK111M:SN162D	1	3.5440261247	
SK111M:SN162Y:SK212R	1	3.41859756031	
SK111M:SN168D	1	3.65410029998	
SK111M:SN210D	1	3.33622032588	
SK111M:SQ155H	1	3.48305487971	
SK111M:SQ155R	1	3.80650794833	
SK111M:SQ181L	1	1.48988880093	
SK111M:SQ182R:SN196D:SM231V	1	3.5266760847	
SK111M:ST116A:SE170G	1	3.45391383237	
SK111M:SV217A	1	3.14310048885	
SK111M:SY141H:SN168Y:SK207R	1	3.55944975168	
SK111M:SY143H:SK156M:SK164E	1	3.85669483129	
SK111M:SY180F	1	3.68552565804	
SK111N	1	3.68542619429	
SK111N:SF112L:SI121T:SN133S:SL193Q:SS203P	1	1.30102999321	
SK111Q	3	3.63472745758	0.0460598891501
SK111Q:SD115G:SK138R:SA152P:SH215R:SI227T:SL234Q	1	1.30103028055	
SK111Q:SE130G:SN147D	1	3.42119854843	
SK111Q:SE130K:SK160E:SG226R	1	3.71596130044	
SK111Q:SF163S	1	3.25217494064	
SK111Q:SH137R	1	3.53421813952	
SK111Q:SH167Y	1	3.59611438242	
SK111Q:SK124R:SN157S:SF163L	1	3.17471639877	
SK111Q:SN142S	1	3.58805868277	
SK111Q:SN168S	1	3.54082841718	
SK111Q:SQ175P:SH229L	1	1.30103109524	
SK111R	38	3.71593844291	0.0731702872369
SK111R:SA152T	1	3.70830116975	
SK111R:SA177G:SD214E	1	3.49969829502	
SK111R:SA224T	1	3.57146892017	
SK111R:SD115G:SE122G	1	3.50475040511	
SK111R:SD115G:SN142S	1	3.83926339877	
SK111R:SD115N:SN133S:SQ182R:SN196D	1	3.7563075974	
SK111R:SD115N:SQ175L	1	3.68458529632	
SK111R:SD115V	2	3.72376944465	0.202112582586
SK111R:SD127G:SK138R:SF163L	1	3.79471033133	
SK111R:SD127G:SN183S	1	3.41165617773	
SK111R:SD127N	1	3.66786753827	
SK111R:SD127V	1	3.60315071618	
SK111R:SD131G	2	3.69295036943	0.0964722088657
SK111R:SD131G:SF221S:SI227F	1	3.77769323014	
SK111R:SD131V:SY143C	1	3.63251177791	
SK111R:SD153G	1	3.53029363113	
SK111R:SD153G:SV174M:SN196S:SI227T	1	3.49651230755	
SK111R:SD153V	1	3.42926782755	
SK111R:SD153V:SH167L	1	3.23638120662	
SK111R:SD171N	1	3.7291057443	
SK111R:SD178E	1	3.82917387511	
SK111R:SD178V	1	3.33637530914	
SK111R:SD188N	1	3.77960361654	
SK111R:SD188N:SK212E	1	3.88102497726	
SK111R:SD195G	3	3.76789972268	0.0467139763674
SK111R:SD232G	1	3.62344633695	
SK111R:SE113A:SV161G	1	3.71699699209	
SK111R:SE113K:SE122G:SK154M:SV191A:SS203T	1	3.2490238583	
SK111R:SE122G:SN133D:SN144Y	1	3.25413566903	
SK111R:SE122G:SN183S	1	3.54826419712	
SK111R:SE122K:SD178V:SV217A	1	3.3858518976	
SK111R:SE130G:SD232G	1	3.62461719423	
SK111R:SE130G:SN210D:ST228A	1	3.67637382794	
SK111R:SE140G	1	3.58927695663	
SK111R:SE170G:SQ182R	1	3.83246923409	
SK111R:SE170V	1	3.73037319517	
SK111R:SE211V	1	3.13735023195	
SK111R:SE233V	1	3.55953779756	
SK111R:SF112I:SM151T:SK164E:SN196S:SG230D	1	3.50554583723	
SK111R:SF112S	1	3.23951097178	
SK111R:SF112S:SN162S:SF163S:SF221C	1	1.30306342338	
SK111R:SF112Y	1	3.6206004085	
SK111R:SF128L:SD131G	1	3.57911936123	
SK111R:SF128L:ST184A:SG187R	1	3.21504264263	
SK111R:SF128L:SY180F	1	3.71388863528	
SK111R:SF128S:SN133D:SN157D:SL193P	1	1.43045265756	
SK111R:SF163L:SE170G	1	3.64582243402	
SK111R:SF163L:SI165V:SI169V:SN210S:SI227V	1	3.55511075863	
SK111R:SF163S:SK164E	1	3.62400258831	
SK111R:SG125S:SQ155L	1	3.21717883263	
SK111R:SG136E	1	3.63763029189	
SK111R:SG158S:ST228I	1	3.70435668491	
SK111R:SG189S:SE220G:ST228A	1	3.12731613147	
SK111R:SH137L	1	3.45734964117	
SK111R:SH137L:SN142S	1	3.48377643097	
SK111R:SH137R:SL176P:SM231T	1	3.61186506505	
SK111R:SH167L:SI227T	1	3.62670993951	
SK111R:SH167L:SQ181L:SK212R	1	1.29356920693	
SK111R:SH229L	1	3.69440263685	
SK111R:SI121T:SM151T:SY235F	1	3.47494676498	
SK111R:SI121T:SN144Y:SN168I:SL176H:SN183D:SY198C:ST201I	1	1.67403230914	
SK111R:SI121V	1	3.36190109271	
SK111R:SI121V:SI186N	1	3.68795315465	
SK111R:SI121V:SV161E:SV191M	1	3.63275406178	
SK111R:SI121V:SV174A	1	3.69173720335	
SK111R:SI126N	1	3.78941142701	
SK111R:SI126T:SI150T:SK160R:SK212E	1	3.1453737594	
SK111R:SI126T:SY141H:SS203T	1	3.90085864018	
SK111R:SI126V	2	3.68538060805	0.147859791303
SK111R:SI126V:SI165V:SQ175H	1	3.57753545535	
SK111R:SI134T:SN157S:SS173G	1	3.63118784973	
SK111R:SI134V:SE233D	1	3.78545839725	
SK111R:SI165V	2	3.63768205302	0.190768108168
SK111R:SI165V:SD195V	1	3.9111783052	
SK111R:SI186T	1	3.66632557658	
SK111R:SI186V:SQ202K:SK212E	1	3.81709604361	
SK111R:SI186V:ST228S	1	3.66751439693	
SK111R:SI227T	1	3.80242674718	
SK111R:SK124E	1	3.64501350717	
SK111R:SK124E:SP194L	1	3.35062088281	
SK111R:SK124R:SL135Q	1	3.50847434069	
SK111R:SK124R:SV161A	1	3.78857438531	
SK111R:SK124T:ST223A	1	3.52731332825	
SK111R:SK129R	1	3.67628946805	
SK111R:SK129T:SK160R:SD171G:SM231V	1	3.68263829951	
SK111R:SK138*	1	3.25935494332	
SK111R:SK138E:SV148A:SN162D	1	3.13594988382	
SK111R:SK138R	2	3.65044809968	0.139033123102
SK111R:SK138R:SY149C:SD153G	1	3.27453932393	
SK111R:SK154E	1	3.82625394819	
SK111R:SK154R	1	3.66647877284	
SK111R:SK154R:SE233K	1	3.59662659091	
SK111R:SK154R:SN157K	1	3.62491333118	
SK111R:SK154R:SV174A:SY198C	1	3.63296918561	
SK111R:SK156E:SQ181R	1	1.43393619593	
SK111R:SK156R	1	3.76668987115	
SK111R:SK156R:SS173G	1	3.77778835706	
SK111R:SK156R:ST184S	1	3.77597437598	
SK111R:SK156R:SV161A:SD188V	1	3.65937869256	
SK111R:SK160E	1	3.69895820574	
SK111R:SK160M:SF163S:SF221L:SM231K	1	3.15337217269	
SK111R:SK164E:SE170V	1	3.8926150629	
SK111R:SK164E:SI227F	1	3.5096763808	
SK111R:SK164R:SD188N	1	3.71242758489	
SK111R:SK164R:SI169T	1	3.69641115895	
SK111R:SK164R:SI227V	1	3.58162391232	
SK111R:SK212*:SM216K	1	1.47697626608	
SK111R:SK212R	1	3.79840035791	
SK111R:SL135Q:SN210S	1	3.29988763559	
SK111R:SL193P	1	3.7142491132	
SK111R:SL199R	1	1.30102737293	
SK111R:SL218P	1	1.44857901549	
SK111R:SM151K:SK160E:SF163L	1	3.66043729142	
SK111R:SM151L:SV222G	1	3.31734083808	
SK111R:SM151T:SD153G:SN168Y:SD171V:SV217G	1	1.30103039715	
SK111R:SM151T:SD178G:SY235C	1	3.58873126249	
SK111R:SM151T:SN157S:SI227V	1	3.63549366515	
SK111R:SM151V	1	3.73164453836	
SK111R:SM151V:SI186F	1	3.69457495652	
SK111R:SM151V:SL193P	2	3.69789412894	0.00395375746505
SK111R:SM216I	1	3.33863737839	
SK111R:SM216V	1	3.51367733428	
SK111R:SM231K	1	3.73399270838	
SK111R:SM231V	1	3.63531486082	
SK111R:SN119D:SI126T:ST201I:ST223S	1	3.25995094425	
SK111R:SN119D:SI150V	1	3.45989098622	
SK111R:SN119S	2	3.77204153334	0.131505653491
SK111R:SN119S:SN168D	1	3.55479385784	
SK111R:SN133S:SI165V	1	3.62987359856	
SK111R:SN133Y	1	3.66571845243	
SK111R:SN133Y:SY143H:SQ182L:SS200C	1	3.60886136807	
SK111R:SN142D:SI186T	1	3.41190446334	
SK111R:SN142D:SN162D	1	3.61702052097	
SK111R:SN142D:SN196S	1	3.74332486462	
SK111R:SN142D:SS200C	1	3.64621016601	
SK111R:SN142S:ST223A	1	3.65664446357	
SK111R:SN142S:SY198N	1	3.59558772105	
SK111R:SN144S:SD195N	1	3.64462643129	
SK111R:SN144S:SK154R:SL205P	1	3.25966210978	
SK111R:SN147D	2	3.67268894683	0.0367957373904
SK111R:SN147D:SP190H:SN210S:SD232G	1	3.60326261053	
SK111R:SN147S	2	3.69736146957	0.0468518502176
SK111R:SN147S:SK156E:SI186T	1	3.5057644587	
SK111R:SN147S:SM151K:SN183S:SM216K:SF221L:SM231V	1	1.53183449287	
SK111R:SN157D	1	3.62369855158	
SK111R:SN157D:SQ182P:SL193P	1	1.30102996157	
SK111R:SN157I:SK164R	1	3.68814272699	
SK111R:SN162D	1	3.55906463533	
SK111R:SN162S:SD195V:SD232G	1	3.77597433104	
SK111R:SN168D	1	3.64919321591	
SK111R:SN183D:SY235H	1	3.54198206257	
SK111R:SN196S:SM216V	1	3.69238276573	
SK111R:SN196Y	1	3.82628922126	
SK111R:SP194L:SN210I:SD232V	1	3.25962398783	
SK111R:SQ155L:SK160E:SD195G:SD232V:SY235C	1	3.72446766405	
SK111R:SQ155R:SK160E:SN162Y:SG230A	1	3.68318868623	
SK111R:SQ182*	1	3.25935492249	
SK111R:SR120S:SK129R:SL234P	1	3.71987353288	
SK111R:SR166C	1	3.73486417226	
SK111R:SS145C:SN157S:SI169V:SH179L:SM216K	1	1.2986707257	
SK111R:SS145C:ST184A:ST223S	1	3.55535209197	
SK111R:SS173G:SK212M	1	3.52413581461	
SK111R:SS200G	1	3.55105356168	
SK111R:SS203P	1	3.138933335	
SK111R:ST116A	1	3.56526487015	
SK111R:ST116A:SV222L	1	3.62343918522	
SK111R:ST116S	1	3.52953573587	
SK111R:ST184A:SV191A:ST228P	1	3.39410196615	
SK111R:ST201A:SM216L:SF221L	1	3.39701251002	
SK111R:ST201S:SD214G:SI227N	1	1.30103108849	
SK111R:ST223A:SL234P	1	3.74364826643	
SK111R:SV148A:SD188N	1	3.59345007753	
SK111R:SV148A:SP190S	1	3.64690184951	
SK111R:SV161A	1	3.68227423042	
SK111R:SV161A:SN162I:SD171G	1	3.72511267881	
SK111R:SV174A:SD214E	1	3.50675066663	
SK111R:SV191G	1	3.6089381403	
SK111R:SV191M	1	3.56500042589	
SK111R:SV217D	1	3.19216872063	
SK111R:SY141C	1	3.45002462877	
SK111R:SY141F:SN196H:SK212E:SE233G	1	3.80720719687	
SK111R:SY141H:SN157I:SQ182R	1	3.41061504359	
SK111R:SY141N:SK154R	1	3.58042101601	
SK111R:SY143C:SS173G	1	3.83490634668	
SK111R:SY143H:SV191G:SK212E	1	3.71675353365	
SK111R:SY143N:SS145C:SV148I:SL199P:ST228S	1	1.30269753421	
SK111R:SY149C:SM151V	1	3.67029543268	
SK111R:SY149H:SV222A	1	3.71894464829	
SK111R:SY180D	1	3.82458886982	
SK111R:SY180F	1	3.60586379918	
SK111R:SY235H	1	3.6168513195	
SK111T	1	3.70672860596	
SK111T:SE233G	1	3.65019605111	
SK111T:SH137R:SN147S	1	3.50980560042	
SK111T:SI126T:SG132S:SH137P:SH179Y:ST184P	1	1.50619241668	
SK111T:SK129R:SK160E:SN210K:SM231T	1	3.63987812007	
SK111T:SK207R	1	3.55083436189	
SK111T:SN168D	1	3.48381134716	
SK111T:SS173N:SD188G	1	3.6992321733	
SK111T:SV222A	1	3.25711789804	
SK124*	9	3.27264412348	0.110530257376
SK124*:SD171G	1	3.35742763228	
SK124*:SF221L	1	3.17770248673	
SK124*:SG189S	1	3.25934888189	
SK124*:SI134F:SI150T:SN157S	1	1.30102980101	
SK124*:SI159V:SN183I:SM231V	1	3.19274283433	
SK124*:SK138E:SN142D:SN183Y:SK212E:SV222A:SD232N	1	1.5884432536	
SK124*:SK156E:SN196S:SD232G	1	3.35143313987	
SK124*:SK164R	1	3.38063798664	
SK124*:SK207R:SL219Q:ST223S	1	3.23801122879	
SK124*:SM216I	1	3.12613140186	
SK124*:SM231K	1	3.39949081493	
SK124*:SN133S:SN144I	1	3.12625700271	
SK124*:SN147D:SI186F	1	3.37253305701	
SK124*:SN157D:SR166C:SH215R:SF221S:SG226R	1	1.54491985523	
SK124*:SN168I	1	3.24239801485	
SK124*:SN196S	1	3.13120927799	
SK124*:SN210S	1	3.27483663961	
SK124*:SS206G	1	3.19934444627	
SK124*:ST223A	1	3.22559350627	
SK124*:SV161A	1	3.60568679133	
SK124*:SY149F:SV174M:SN196D	1	3.18374525753	
SK124E	29	3.64912043932	0.0960210917429
SK124E:SA225V	1	3.63593426621	
SK124E:SD127G	1	3.65089182268	
SK124E:SD127G:SN157D:SY180F:SD195G	1	3.68369994814	
SK124E:SD131G:SV161A:SL199P:SK212R	1	1.29779676071	
SK124E:SD153V:SL176P	1	3.4488446824	
SK124E:SD153V:SQ155L:SI186T:SY198H	1	1.69990068426	
SK124E:SD171G	2	3.64263799813	0.0436316550284
SK124E:SD232N	1	3.54381187866	
SK124E:SE130G:SI159T:SL234Q	1	3.2703032461	
SK124E:SE130G:SS145R	1	3.44266396253	
SK124E:SE140G:SD232V	1	3.25615302264	
SK124E:SE140G:SK160E	1	3.45158537392	
SK124E:SE140G:SN162D:SH167L	1	3.22762711788	
SK124E:SE140G:SV161A:SD232G	1	3.65865915448	
SK124E:SE233G	1	3.50988604103	
SK124E:SF128L:SS173G	1	3.53692838696	
SK124E:SF128S:SF163S	1	1.52706915967	
SK124E:SF128S:SK164E:SH197L	1	1.33138557203	
SK124E:SF163L	1	3.48328006591	
SK124E:SG132S:SG189S	1	3.48515580884	
SK124E:SG230S	1	3.74705436479	
SK124E:SH137L	1	3.49197619745	
SK124E:SH167R	1	1.42822415769	
SK124E:SH215R:SM231T	1	1.29988888377	
SK124E:SI126F:SE130A:SE211G	1	1.74070570971	
SK124E:SI126F:SN142D:SN210Y:SE233V	1	3.63743914686	
SK124E:SI126V	1	3.71240033954	
SK124E:SI134T	1	3.32681354879	
SK124E:SI134T:SF221S	1	3.14089489483	
SK124E:SI134V	1	3.58694414437	
SK124E:SI134V:SK138R	1	3.57953197508	
SK124E:SI134V:SM151T:SE233G:SL234P	1	3.56390562346	
SK124E:SI150V:SK154R:SN157D	1	3.54678934256	
SK124E:SI159F:SN196S	1	3.12917742807	
SK124E:SI165T	1	3.65278713964	
SK124E:SI169F	1	3.49510582227	
SK124E:SI169L:SK207R	1	3.6516505793	
