seq,target
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,Eukarya
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,Eukarya
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,Eukarya
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Virus
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Virus
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Virus
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Virus
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Virus
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Virus
Gal(b1-3)[GlcNAc(b1-6)]GalNAc,Virus
Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Virus
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Gal(b1-4)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Gal(b1-3)GlcNAc(b1-4)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Gal(b1-6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)[Gal(b1-6)]Man(a1-3)[Gal(b1-6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Gal(b1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Gal(b1-6)Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc,Eukarya
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
Xyl(b1-2)Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Xyl(b1-2)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
Xyl(b1-4)[Glc(b1-6)]Glc,Eukarya
NeuNAc(a2-3)Gal(b1-3)GalNAc,Virus
NeuNAc(a2-3)Gal(b1-3)[NeuNAc(a2-6)]GalNAc,Virus
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-4)]Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Fuc(a1-3)[Gal(a1-3)Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(a1-3)Gal(b1-4)]GlcNAc(b1-4)]Man(a1-3)[Fuc(a1-3)[Gal(a1-3)Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Fuc(a1-3)[Gal(a1-3)Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(a1-3)Gal(b1-4)]GlcNAc(b1-6)]Man(a1-6)[Fuc(a1-3)[Gal(a1-3)Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Fuc(a1-3)[Gal(a1-3)Gal(b1-4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[Gal(a1-3)Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)]Man(a1-3)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Eukarya
Fuc(a1-2)Gal(b1-4)Glc,Eukarya
Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Eukarya
Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,Eukarya
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Eukarya
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Eukarya
Gal(a1-3)Gal(b1-4)Glc,Eukarya
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)ManNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Gal(a1-6)Gal(a1-6)Gal(a1-6)[Gal(a1-3)]Gal(a1-3)[Gal(a1-6)]Gal(a1-3)[Ara(a1-6)Gal(a1-6)]Gal(a1-3)Gal,Eukarya
Ara(a1-2)Ara(a1-2)Ara,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-6)[Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-6)[Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcA(b1-2)Man(a1-4)[Araf(a1-3)]GlcA(b1-2)[Gal(a1-3)]Man(a1-4)GlcA,Eukarya
GlcA(b1-2)Man(a1-4)[Araf(a1-5)Araf(a1-3)]GlcA(b1-2)[Gal(a1-3)]Man(a1-4)GlcA,Eukarya
GlcA(b1-2)Man(a1-4)[Araf(a1-3)]GlcA(b1-2)[Araf(a1-3)]Man(a1-4)GlcA,Eukarya
GlcA(b1-2)Man(a1-4)[Araf(a1-5)Araf(a1-3)]GlcA(b1-2)[Araf(a1-3)]Man(a1-4)GlcA,Eukarya
GlcA(b1-2)Man(a1-4)[Araf(a1-3)]GlcA(b1-2)[Araf(a1-5)Araf(a1-3)]Man(a1-4)GlcA,Eukarya
GlcA(b1-2)Man(a1-4)[Araf(a1-5)Araf(a1-3)]GlcA(b1-2)[Araf(a1-5)Araf(a1-3)]Man(a1-4)GlcA,Eukarya
Rha(a1-4)Glc(b1-4)Glc,Eukarya
Xyl(a1-6)Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Eukarya
GalA(a1-2)Rha(a1-2)GalA(a1-2)Rha,Eukarya
Glc(b1-2)[Rha(a1-6)]Glc,Eukarya
Rha(a1-4)[Rha(a1-6)]Glc,Eukarya
Araf(b1-2)Araf(b1-2)Araf,Eukarya
Araf(b1-3)Araf(b1-2)Araf(b1-2)Araf,Eukarya
Gal(b1-4)GlcNAc(a1-4)GlcA,Eukarya
Xyl(a1-6)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Eukarya
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)[Glc(b1-4)]Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)[Glc(b1-4)]Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)[Glc(b1-4)]Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Xyl(a1-6)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Eukarya
Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Eukarya
Xyl(a1-6)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)[Xyl(a1-6)Glc(b1-4)]Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)[Xyl(a1-6)[Glc(b1-4)]Glc(b1-4)]Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
Araf(a1-2)Xyl(a1-6)[Glc(b1-4)]Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc-ol,Eukarya
[Araf(a1-3)]GlcA(b1-2)[Araf(a1-3)]Man(a1-4)GlcA,Eukarya
Xyl(a1-6)Glc(b1-4)Glc,Eukarya
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc,Eukarya
Gal(a1-6)Man(b1-4)Glc(b1-4)[Gal(a1-6)]Man(b1-4)Glc,Eukarya
Gal(b1-2)Gal(a1-6)[Man(b1-4)Glc(b1-4)]Man(b1-4)Glc(b1-4)[Gal(a1-6)]Man(b1-4)Glc,Eukarya
Man(b1-4)Glc(b1-4)[Gal(a1-6)]Man(b1-4)Glc,Eukarya
Gal(a1-6)Man(b1-4)Glc(b1-4)Man(b1-4)Glc,Eukarya
Gal(b1-2)Gal(a1-6)[Glc(b1-4)]Man(b1-4)Glc(b1-4)Man,Eukarya
Glc(b1-4)[Gal(a1-6)]Man(b1-4)Glc(b1-4)Man(b1-4)Man,Eukarya
Gal(b1-2)Gal(a1-6)[Glc(b1-4)]Man(b1-4)Glc(b1-4)Man(b1-4)Man,Eukarya
Glc(b1-4)[Gal(a1-6)]Man(b1-4)Glc(b1-4)Man,Eukarya
Araf(a1-2)Xyl(a1-6)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Eukarya
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Eukarya
NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-6)[Gal(b1-3)]GalNAc,Eukarya
Fuc(a1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)GalNAc,Eukarya
NeuNGc(a2-8)NeuNGc(a2-6)[Gal(b1-3)]GalNAc,Eukarya
NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-6)[Gal(b1-3)]GalNAc,Eukarya
NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-6)[Gal(b1-3)]GalNAc,Eukarya
Fuc(a1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)[NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-6)]GalNAc,Eukarya
NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-6)[Fuc(a1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)]GalNAc,Eukarya
Fuc(a1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)[NeuNGc(a2-8)NeuNGc(a2-6)]GalNAc,Eukarya
NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-6)[Fuc(a1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)]GalNAc,Eukarya
Fuc(a1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)[NeuNGc(a2-6)]GalNAc,Eukarya
Fuc(a1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)[NeuNGc(a2-8)NeuNGc(a2-8)NeuNGc(a2-6)]GalNAc,Eukarya
GalNAc(b1-4)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)GalNAc,Eukarya
Gal(b1-3)Gal(b1-3)GalNAc,Eukarya
GalNAc(b1-4)[NeuNGc(a2-3)]GalNAc(b1-3)Gal(b1-4)Gal(b1-3)GalNAc,Eukarya
Fuc(a1-3)GalNAc(b1-3)Gal(b1-4)Gal(b1-3)GalNAc,Eukarya
GalNAc(b1-3)Gal(b1-4)Gal(b1-3)GalNAc,Eukarya
