seqs,preds,method,Method Type
"['Tyv', '1-6', 'Man', 'b1-4', 'Rha', 'a1-3', 'Glc', 'a1-4', 'Gal', 'a1-6', 'Man']",6.0771105e-10,Mutated-Random,Random
"['Gal', 'a1-4', 'Gal', 'b1-4', 'Glc', '1dEry-ol', 'Glc', 'b1-6', 'GlcNAc', 'a1-2', 'Glc']",2.5634828e-10,Mutated-Random,Random
"['Glc', 'a1-4', 'Glc', 'b1-3', 'GalNAc', 'b1-3', 'Man', '1-1', '1-1', '1-1', '1-3']",2.3478169e-08,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', '1dEry-ol', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.686355e-07,Mutated-Random,Random
"['1-1', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'GlcNAc']",3.0330376e-09,Mutated-Random,Random
"['Kdo', 'b2-3', 'Gal', '1dEry-ol', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.4478304e-10,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', 'b1-4', 'Rha', '1-2', 'GlcNAc']",1.9176978e-10,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-4', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol', '1-1']",1.4016364e-07,Mutated-Random,Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', '1-5', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",4.9546407e-09,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', '1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.8496606e-07,Mutated-Random,Random
"['QuiNAc', 'b1-3', '2,5-Anhydro-Man-ol', 'a1-4', 'Gal', 'b1-3', 'GalNAc', 'a1-4', 'QuiNAc', 'b1-3', 'FucOAc']",1.9607658e-11,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'a1-3', 'Gal', '2,5-Anhydro-Man-ol', 'Glc', '1-1', '1-1', '1-1', '1-1']",1.1580294e-12,Mutated-Random,Random
"['1dEry-ol', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc']",3.8044836e-12,Mutated-Random,Random
"['Glc', 'b1-2', '1-1', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.625292e-06,Mutated-Random,Random
"['Man', 'a1-3', 'Man', '2,5-Anhydro-Man-ol', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",3.8193537e-08,Mutated-Random,Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0020822736,Mutated-Random,Random
"['Glc', 'a1-3', 'Gal', 'b1-2', 'Gal', 'b1-3', 'D-Rha', 'a1-4', 'Gal', '1-4', 'GlcA']",1.5362301e-15,Mutated-Random,Random
"['Glc', 'a1-3', 'Man', 'a1-3', '2,5-Anhydro-Man-ol', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1']",4.237482e-07,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', '1dAlt-ol', 'b1-3', 'Glc']",2.3748568e-09,Mutated-Random,Random
"['D-Rha', 'a1-3', 'D-Rha', 'a1-3', 'D-Rha', 'a1-2', 'D-Rha', 'a1-2', '1dAlt-ol', 'a1-2', 'D-Rha']",1.0887408e-08,Mutated-Random,Random
"['Gal', 'a1-6', 'Glc', 'b1-3', 'GalOPEtnN', 'a1-4', 'LDManHep', 'a1-2', 'GalA', 'a1-3', '1-4']",7.3980186e-09,Mutated-Random,Random
"['GalA', 'a1-4', '1-5', 'a1-5', 'Kdo', 'a2-4', 'Man', 'a1-5', 'Kdo', '1-1', '1-1']",8.109052e-11,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', '1-2']",6.8530735e-06,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-3', 'Glc', 'b1-4', 'Gal', '1-1', '1-1', '1dAlt-ol', '1-1']",9.734452e-08,Mutated-Random,Random
"['Gal', 'a1-6', 'Glc', 'b1-3', 'GalOPEtnN', 'a1-4', 'LDManHep', '2,5-Anhydro-Man', 'GalA', 'a1-3', 'GlcOPEtn']",2.704587e-11,Mutated-Random,Random
"['1-5', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1']",1.6572803e-06,Mutated-Random,Random
"['Glc', 'b1-6', 'Glc', '1dAlt-ol', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.4838818e-06,Mutated-Random,Random
"['3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', '1-3', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",5.696494e-11,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', '1dEry-ol', 'a1-2', 'GlcA', '1-1', '1-1']",1.5131748e-08,Mutated-Random,Random
"['1dEry-ol', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcNAc', 'a1-4', 'ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcN']",3.0707612e-09,Mutated-Random,Random
"['1-3', 'a1-2', 'Galf', 'b1-6', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.4219363e-07,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-3', 'Gal', 'b1-6', 'Gal', '1-1', '1-1', '1-1', '1-4']",3.477723e-10,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', '2,5-Anhydro-Man', 'GlcNAc', 'b1-4', 'Man', 'a1-3', 'GlcNAc']",3.0378196e-12,Mutated-Random,Random
"['ManNAcA', '1dEry-ol', 'D-FucNAcNMe', 'b1-6', 'GlcNAc', 'a1-4', 'ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcN']",2.3691615e-10,Mutated-Random,Random
"['Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol']",1.6127339e-07,Mutated-Random,Random
"['FucNFo', 'a1-4', 'GalA', 'a1-4', 'GalNAc', 'a1-4', 'GalNAc', 'a1-3', '1-6', 'b1-3', 'GalA']",4.97306e-10,Mutated-Random,Random
"['GalOS', '2,5-Anhydro-Man-ol', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc']",1.1396333e-08,Mutated-Random,Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.9215408e-07,Mutated-Random,Random
"['Man', 'b1-4', '2,5-Anhydro-Man', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",7.533451e-05,Mutated-Random,Random
"['LDManHep', '2,5-Anhydro-Man', 'DDManHep', 'a1-2', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",8.052975e-09,Mutated-Random,Random
"['RhaOS', '1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.010720365,Mutated-Random,Random
"['Rha', 'a1-3', '1-4', 'a1-2', 'Rha', 'b1-2', 'Rha', '1-1', '1-1', '1-1', '1-1']",5.074462e-09,Mutated-Random,Random
"['GalNAc', 'a1-4', 'Gal', 'b1-4', 'GlcA', 'b1-3', 'Gal', '1-3', 'Fuc', 'a1-2', 'Gal']",6.660096e-13,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', 'RhaOBut', 'a1-4', 'Rha', 'a1-4', 'D-Fuc', 'b1-2', '1-4']",1.042136e-11,Mutated-Random,Random
"['GalNAc', 'a1-4', 'Gal', 'b1-4', 'GlcA', '2,5-Anhydro-Man', 'Gal', 'b1-3', 'Fuc', 'a1-2', 'Gal']",2.1837263e-13,Mutated-Random,Random
"['1-5', 'a2-6', 'Gal', 'b1-4', 'GlcNAcOS', 'b1-2', 'Man', 'a1-3', 'NeuNAc', 'a2-6', 'Gal']",3.638736e-14,Mutated-Random,Random
"['Glc', 'a1-4', 'Glc', 'b1-3', 'GalNAc', 'b1-3', 'Man', '1-1', '1-1', '1-2', '1-1']",1.5160879e-08,Mutated-Random,Random
"['GalA', '1-1', 'GalA', 'a1-5', 'Kdo', 'a2-4', 'Man', 'a1-5', 'Kdo', '1-1', '1-1']",4.8788e-10,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', '2,5-Anhydro-Man-ol', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc']",1.1218801e-10,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', '1dEry-ol', '1-1', '1-1']",1.0185464e-06,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', '2,5-Anhydro-Man', '1-1', '1-1', '1-1']",1.2779828e-09,Mutated-Random,Random
"['D-Rha', '1-5', 'D-Rha', 'a1-3', 'D-Rha', 'a1-2', 'D-Rha', 'a1-2', 'D-Rha', 'a1-2', 'D-Rha']",3.0923776e-08,Mutated-Random,Random
"['1dEry-ol', 'b1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Rha-ol', '1-1', '1-1', '1-1', '1-1']",3.964616e-08,Mutated-Random,Random
"['Glc', 'b1-3', 'Gal', 'b1-6', 'Fuc', '1dEry-ol', 'Man', 'a1-4', 'Glc', '1-1', '1-1']",3.901227e-11,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', '1-3', 'a1-3', 'GalNAc', 'b1-3', 'Galf', '1-1', '1-1']",3.922283e-12,Mutated-Random,Random
"['Galf', 'b1-5', 'Glc', 'b1-6', 'Galf', 'b1-5', 'Galf', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol']",1.3786245e-09,Mutated-Random,Random
"['GlcA', 'b1-2', 'Rha', 'a1-2', '2,5-Anhydro-Man-ol', 'a1-2', 'Rha-ol', '1-1', '1-1', '1-1', '1-1']",2.2860206e-06,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', '1-5', 'a1-6', 'Fuc', 'a1-3', 'Gal']",2.2469462e-14,Mutated-Random,Random
"['Rha', 'a1-3', 'RhaOAc', 'a1-6', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man']",4.302693e-10,Mutated-Random,Random
"['Gal', 'a1-3', '1-3', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'a1-3', 'Gal']",9.692079e-11,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-5', '1-1', '1-1', '1-1']",1.7590102e-08,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'NeuNAc', '1dAlt-ol', 'Gal', 'b1-3', 'GalNAc']",8.4276745e-16,Mutated-Random,Random
"['Rha', 'a1-2', '2,5-Anhydro-Man-ol', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",7.957462e-08,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Gal', 'a1-3', 'D-FucNAc', '1-5', 'Rha']",1.338834e-12,Mutated-Random,Random
"['Tyv', 'a1-3', 'Man', 'b1-4', 'Rha', 'a1-3', '1-1', 'a1-4', 'Gal', 'a1-6', 'Man']",8.2621343e-10,Mutated-Random,Random
"['Glc', 'b1-3', 'Gal', 'b1-6', 'Fuc', 'a1-2', 'Man', 'a1-4', 'Glc', '2,5-Anhydro-Man', '1-1']",1.5123775e-11,Mutated-Random,Random
"['GalNAc', 'b1-4', 'NeuNAc', '1-1', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Fuc', 'a1-2', 'GalNAc']",2.6584296e-13,Mutated-Random,Random
"['Kdo', '2,5-Anhydro-Man-ol', 'GlcN', 'a1-4', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'GalA']",5.429344e-11,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', '1dEry-ol', 'Glc', 'b1-4', 'GlcNAcOAc']",3.5070086e-10,Mutated-Random,Random
"['Fuc', 'a1-3', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol']",1.3666298e-08,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-4', '1-3', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAcOAc']",2.2410328e-10,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', 'RhaOBut', '1-3', 'Rha', 'a1-4', 'D-Fuc', 'b1-2', 'Rha']",2.1674123e-11,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-4', 'GlcA', '1-1', '1-2', '1-1', '1-1', '1-1', '1-1']",6.3176564e-08,Mutated-Random,Random
"['Glc', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', '1-4', 'Kdo']",2.1246556e-13,Mutated-Random,Random
"['1-3', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",3.0497657e-07,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', '1-4', 'a1-6', 'GlcNAc']",4.000183e-09,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-3', '1-1', '1-1', '1-1', '1-1', '1-1']",4.780622e-08,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-3', 'Glc', 'b1-4', 'Gal', '1-1', '1-1', '1-1', '1-5']",5.9378146e-07,Mutated-Random,Random
"['1-5', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc']",1.04638066e-13,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', '1dAlt-ol']",2.5898034e-13,Mutated-Random,Random
"['GlcNAc', 'a1-7', 'Gal', 'b1-3', 'LDManHep', 'a1-2', 'LDManHep', '1-1', 'Glc', 'b1-4', 'Glc']",1.515501e-11,Mutated-Random,Random
"['NeuNAc', '1-5', 'Gal', 'b1-4', 'GlcNAcOS', 'b1-2', 'Man', 'a1-3', 'NeuNAc', 'a2-6', 'Gal']",2.0383647e-15,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '2,5-Anhydro-Man', '1-1', '1-1']",2.949095e-07,Mutated-Random,Random
"['GlcNAc', '1-2', 'Gal', 'b1-3', 'LDManHep', 'a1-2', 'LDManHep', 'a1-3', 'Glc', 'b1-4', 'Glc']",7.7544904e-13,Mutated-Random,Random
"['ManOMe', '1dAlt-ol', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.4547857e-05,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '2,5-Anhydro-Man', '1-1']",3.4111082e-08,Mutated-Random,Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-1', '1dAlt-ol']",3.2219327e-07,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', 'GalOAcA', 'a1-3', '1-5', 'b1-3', 'Galf', '1-1', '1-1']",6.9871913e-13,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1']",4.948649e-08,Mutated-Random,Random
"['GlcNAc', 'a1-2', 'Rha', 'a1-2', '1dAlt-ol', 'a1-3', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",1.40772585e-11,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', '1dAlt-ol', 'Rha', 'a1-3', 'GlcNAc']",1.4911032e-10,Mutated-Random,Random
"['Fuc', 'a1-3', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-3', '1-1', '1-1', '1-1', '1-1']",1.560489e-08,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', '1-2', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAcOAc']",1.832512e-11,Mutated-Random,Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00015107857,Mutated-Random,Random
"['NeuNGc', '1-5', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc']",1.8301458e-12,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-4', 'GlcA', '1-1', '1-1', '1-1', '1dEry-ol', '1-1', '1-1']",1.8460646e-08,Mutated-Random,Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Xyl', 'b1-2', 'Man', '1-1', '1-6']",1.6009758e-07,Mutated-Random,Random
"['LDManHep', 'a1-2', 'DDManHep', '1dAlt-ol', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",1.3196516e-09,Mutated-Random,Random
"['Gal', 'a1-4', 'Gal', 'b1-4', 'Glc', 'a1-2', 'Glc', 'b1-6', '2,5-Anhydro-Man', 'a1-2', 'Glc']",9.113421e-12,Mutated-Random,Random
"['Glc', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', '1-3', 'b1-4', 'Glc', 'b1-4', 'Glc']",5.347528e-07,Mutated-Random,Random
"['Glc', 'a1-4', 'Glc', 'b1-3', 'GalNAc', '1-4', 'Man', '1-1', '1-1', '1-1', '1-1']",6.0844485e-08,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Man', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1']",2.3303228e-07,Mutated-Random,Random
"['Glc', '2,5-Anhydro-Man-ol', 'Glc', 'b1-4', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.3858146e-07,Mutated-Random,Random
"['Kdo', 'b2-3', 'Gal', '2,5-Anhydro-Man-ol', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.44794e-10,Mutated-Random,Random
"['1dEry-ol', 'b2-3', 'Gal', 'a1-5', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.9066331e-11,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', '1-2', 'GlcNAc', 'b1-2', 'Man']",1.6656082e-09,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', '1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc']",2.1596747e-11,Mutated-Random,Random
"['Man', 'a1-6', 'Man', '1dAlt-ol', 'GlcNAc', 'b1-4', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1']",1.7080725e-07,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', '2,5-Anhydro-Man-ol', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",5.0037958e-08,Mutated-Random,Random
"['Gal', 'b1-4', '1dAlt-ol', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man', 'a1-3', 'GlcNAc']",7.494637e-10,Mutated-Random,Random
"['GlcA', 'a1-2', 'Galf', '1-5', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.7632898e-05,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-4', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.08675e-05,Mutated-Random,Random
"['Glc', 'b1-2', '2,5-Anhydro-Man-ol', 'b1-4', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.611281e-08,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-3', 'Gal', '1-3', 'Gal', '1-1', '1-1', '1-1', '1-1']",5.3636358e-09,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', '2,5-Anhydro-Man', 'b1-4', 'GlcNAc']",9.3010927e-10,Mutated-Random,Random
"['Glc', '1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.009292e-05,Mutated-Random,Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1dEry-ol', '1-1', '1-1']",8.141459e-06,Mutated-Random,Random
"['Gal', 'a1-2', 'D-Fuc', 'a1-3', 'Galf', 'b1-3', 'D-Fuc', '1-1', '1-1', '1-1', '1-1']",1.655049e-07,Mutated-Random,Random
"['QuiNAc', 'b1-3', 'FucOAc', 'a1-4', 'Gal', 'b1-3', '1dEry-ol', 'a1-4', 'QuiNAc', 'b1-3', 'FucOAc']",3.0001045e-13,Mutated-Random,Random
"['Gal', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', '2,5-Anhydro-Man-ol', 'a1-3', 'Gal']",4.603339e-13,Mutated-Random,Random
"['GlcOP', '1-1', 'Galf', 'b1-3', 'GlcNAc', 'b1-2', 'Galf', 'b1-6', 'GlcNAc', '1-1', '1-1']",2.508542e-07,Mutated-Random,Random
"['Fuc', 'a1-4', 'Gal', '1-2', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-4', 'Gal']",1.4548782e-14,Mutated-Random,Random
"['2,5-Anhydro-Man-ol', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00052647904,Mutated-Random,Random
"['Glc', 'a1-6', 'Rha', 'a1-3', 'Glc', 'b1-3', '1-2', 'a1-4', 'GalOMeNAla', '1-1', '1-1']",1.16063326e-07,Mutated-Random,Random
"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', '1-4', 'b1-6', 'Fuc', 'a1-2', 'GalNAc']",6.6137953e-13,Mutated-Random,Random
"['GalOS', 'b1-4', '1-6', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc']",3.176058e-06,Mutated-Random,Random
"['D-Araf', 'b1-3', 'D-Araf', '1-2', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00019191018,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'NeuNAc', 'a2-3', 'Gal', '1-5', 'GalNAc']",3.877133e-14,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', '1dAlt-ol', 'a1-2', 'Man']",9.506558e-07,Mutated-Random,Random
"['GalOS', 'b1-4', 'GlcNAc', 'b1-2', '1dAlt-ol', 'a1-6', 'NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc']",7.345952e-08,Mutated-Random,Random
"['RhaOS', '1-2', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.02148053,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-2']",1.6851216e-07,Mutated-Random,Random
"['DDManHep', 'a1-3', '1-2', 'a1-3', 'GlcNAc', 'b1-2', 'Glc', 'a1-4', 'Gal', 'b1-7', 'DDManHep']",2.2432298e-10,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', '2,5-Anhydro-Man-ol', 'Rha', 'a1-2', 'Gal', 'a1-3', 'D-FucNAc', 'a1-2', 'Rha']",4.13962e-11,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1']",1.5068778e-07,Mutated-Random,Random
"['GlcNAc', 'a1-2', 'Rha', 'a1-2', '2,5-Anhydro-Man', 'a1-3', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",1.8332763e-10,Mutated-Random,Random
"['Kdo', 'a2-6', 'GlcN', 'a1-4', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', '1-3', 'GalA']",3.6578574e-10,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'a1-4', 'DDManHep', 'a1-6', '2,5-Anhydro-Man-ol', 'b1-4', 'LDManHep']",6.1632377e-10,Mutated-Random,Random
"['NeuNGc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', '1-2', 'a1-3', 'Man']",3.1054564e-13,Mutated-Random,Random
"['D-Rha', 'a1-3', 'D-Rha', 'a1-3', 'D-Rha', '1-1', 'D-Rha', 'a1-2', 'D-Rha', 'a1-2', 'D-Rha']",3.542538e-08,Mutated-Random,Random
"['Gal', 'a1-2', 'D-Fuc', 'a1-3', 'Galf', 'b1-3', 'D-Fuc', '1-1', '1-4', '1-1', '1-1']",1.9529595e-07,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', '1-2', 'b1-4', 'Man', 'a1-3', 'GlcNAc']",3.733328e-11,Mutated-Random,Random
"['Gal', 'a1-6', 'Glc', 'b1-3', '1dAlt-ol', 'a1-4', 'LDManHep', 'a1-2', 'GalA', 'a1-3', 'GlcOPEtn']",5.0994313e-12,Mutated-Random,Random
"['Gal', '1-6', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc']",1.4643126e-09,Mutated-Random,Random
"['3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal', '1dAlt-ol', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",3.5272135e-10,Mutated-Random,Random
"['Rha', '1-6', 'Ara', 'a1-2', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.592256e-09,Mutated-Random,Random
